itype,inclination_degrees,eccentricity_std,period_minutes_std,name_of_satellite_alternate_names,country_org_of_un_registry,country_of_operator_owner,operator_owner,users,purpose,detailed_purpose,class_of_orbit,type_of_orbit,longitude_of_geo_degrees,perigee_km,apogee_km,eccentricity,period_minutes,launch_mass_kg,dry_mass_kg,power_watts,date_of_launch,expected_lifetime_yrs,contractor,country_of_contractor,launch_site,launch_vehicle,cospar_number,norad_number,comments
High,98.4,-0.16007384862455348,-0.5957540864935071,UKube-1 (UK Cubesat 1),United Kingdom,United Kingdom,UK Space Agency,Government,Technology Development,NA,LEO,Sun-Synchronous,0,626,631,3.5721940415803385e-4,97.27,3,NA,NA,2014-07-08T00:00:00Z,NA,Clyde Space,UK,Baikonur Cosmodrome,Soyuz-2.1b,2014-037F,40074,Technology demonstrator to show how impacts from cosmic particles can be used to increase the security of satellite communications.
High,97.87,-0.1586388039656436,-0.595850040139455,UNIFORM 1  (UNiversity International FORmation Mission 1),Japan,Japan,Wakayama University (UNIFORM consortium),Civil,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,622,629,5.003216353370024e-4,97.2,50,NA,140,2014-05-24T00:00:00Z,NA,Wakayama University and other Japanese universities,Japan,Tanegashima Space Center,H2A,2014-029B,39767,Forest fire monitoring as part of a small constellation.
High,51.6,-0.16069575631710556,-0.6020184888075316,UNITE (Undergraduate Nano Ionospheric Temperature Explorer),NR (3/19),USA,University of Southern Indiana/NASA,Civil,Space Science,NA,LEO,Non-Polar Inclined,0,403,407,2.952029520295203e-4,92.7,5,NA,NA,2019-01-31T00:00:00Z,NA,University of Southern Indiana/NASA,USA,International Space Station,Nanorack Deployer,1998-067PX,44031,"Main goal of the mission is to measure plasma in the lower ionosphere, a relatively unexplored region of space."
High,97.45,-0.15198531452864425,-0.5992769560661642,"Ursa Maior ((University of Rome la SApienza MicroAttitude In ORbit testing, QB50 IT02)",Belgium,Italy,University of Rome,Civil,Earth Science,NA,LEO,Sun-Synchronous,0,496,512,0.0011638056444573757,94.7,4.5,NA,NA,2017-06-23T00:00:00Z,NA,University of Rome - La Sapienza,Italy,Satish Dhawan Space Centre,PSLV,2017-036M,42776,Study lower earth atmosphere.
High,97.8,-0.08719291962516285,-0.5953017335911814,UWE-3 (University of Würzburg Experimental Satellite 3),Germany,Germany,University of Würzburg,Civil,Communications,NA,LEO,Sun-Synchronous,0,593,700,0.007624884201524977,97.6,1,NA,NA,2013-11-21T00:00:00Z,NA,University of Würzburg,Germany,Dombarovsky Air Base,Dnepr,2013-066AG,39446,Amateur radio.
High,97.7,-0.1542752525866346,-0.5972208065101386,UWE-4 (University of Würzburg Experimental Satellite 4),NR (3/19),Germany,University of Würzburg,Civil,Technology Development/Educational,NA,LEO,Sun-Synchronous,0,572,585,9.354536950420954e-4,96.2,2,NA,NA,2018-12-27T00:00:00Z,NA,University of Würzburg,Germany,Vostochny Cosmodrome,Soyuz 2.1a,2018-111E,43880,Demonstrate miniaturized electric propulsion system/student education.
Low,10.03,6.681702266904319,0.009836788410843228,"Van Allen Probe A (RBSP-A, Radiation Belt Storm Probes)",USA,USA,National Aeronautics and Space Administration (NASA)/Johns Hopkins University Applied Physics Laboratory,Government,Earth Observation,Earth Science,Elliptical,NA,0,591,30534,0.6826171207112732,539.06,647.6,NA,NA,2012-08-30T00:00:00Z,NA,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,2012-046A,38752,Study the Earth's radiation belts on various scales of space and time.
Low,10.04,6.689066886974401,0.013044381718243122,"Van Allen Probe B (RBSP-B, Radiation Belt Storm Probes)",USA,USA,National Aeronautics and Space Administration (NASA)/Johns Hopkins University Applied Physics Laboratory,Government,Earth Observation,Earth Science,Elliptical,NA,0,595,30657,0.6833515184579014,541.4,666,NA,NA,2012-08-30T00:00:00Z,NA,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,2012-046B,38753,Study the Earth's radiation belts on various scales of space and time.
High,98.25,-0.15436881362693514,-0.5951646569541131,Velox 1,NR,Singapore,Nanyang Technological University,Civil,Technology Development,NA,LEO,Sun-Synchronous,0,642,655,9.261238156301204e-4,97.7,4,NA,NA,2014-06-30T00:00:00Z,NA,Nanyang Technological University,Singapore,Satish Dhawan Space Centre,PSLV-CA,2014-034E,40057,Purpose was to give students experience in mounting a satellite building and launch campaign. It carries a high resolution camera for Earth imaging.
Low,14.98,-0.15422776157908785,-0.5982077582970309,Velox 2,NR,Singapore,Nanyang Technological University,Civil,Technology Development,NA,LEO,Equatorial,0,537,550,9.40189484342229e-4,95.48,13,NA,NA,2015-12-16T00:00:00Z,NA,Nanyang Technological University,Singapore,Satish Dhawan Space Centre,PSLV-C29,2015-077F,41171,"Communications Payload, GPS Experimental Payload and Fault Tolerant Payload."
Low,14.98,-0.15132317168434067,-0.5982077582970309,Velox C1,NR,Singapore,Nanyang Technological University,Civil,Technology Development,NA,LEO,Equatorial,0,533,550,0.0012298343340808797,95.48,123,NA,NA,2015-12-16T00:00:00Z,NA,Nanyang Technological University,Singapore,Satish Dhawan Space Centre,PSLV-C29,2015-077A,41166,Microsatellite for research in tropical environmental monitoring using radio occultation techniques.
High,98.3,-0.16012082709737024,-0.5931085073980875,Venµs,Israel,France/Israel,Centre National d'Etudes Spatiales (CNES)/Israel Space Agency,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,719,724,3.5253472467038e-4,99.2,264,NA,NA,2017-08-01T00:00:00Z,4.5,Israel Aerospace Industries (IAI),Israel,Guiana Space Center,Vega,2017-044B,42901,"Resolution of 5 meters (16 feet), the spectral richness of the camera in 12 bands, and the third is revisit — two days. USA has 24 percent of mission targets."
Low,0.21,-0.16139624149406728,1.2394690535689465,VeneSat 1 (Simon Bolivar),Venezuela/China,Venezuela,Ministry of Science and Technology,Government,Communications,NA,GEO,NA,-65,35777,35796,2.2535077627412143e-4,1436.1,5100,NA,NA,2008-10-29T00:00:00Z,15,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,CZ-3B,2008-055A,33414,"12 C-band, 14 Ku-band transponders."
High,97.45,-0.15490045930104068,-0.5992769560661642,Venta-1,NR (3/19),Latvia,Ventspils University College,Civil,Technology Development,NA,LEO,Sun-Synchronous,0,496,508,8.731082654249127e-4,94.7,5,NA,NA,2017-06-23T00:00:00Z,NA,Ventspils High Technology Park/Bremen University of Applied Sciences/OHB Systems,Latvia/Germany,Satish Dhawan Space Centre,PSLV,2017-036AC,42791,Carries AIS receiver.
Low,0.04,-0.1611583041419102,1.2394553459052398,ViaSat-1,USA,USA,"ViaSat, Inc.",Commercial,Communications,NA,GEO,NA,-115,35775,35796,2.490778190271732e-4,1436.09,6740,NA,NA,2011-10-19T00:00:00Z,15,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2011-059A,37843,"Provide much faster Internet service to more than 1 million customers outside the reach of cable or DSL services at similar prices to existing satellite broadband; also using capacity to power in-flight Internet service by JetBlue, as well as defense and other uses."
Low,0.02,-0.16258563200405843,1.2394690535689465,Vinasat 1,NR,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Government,Communications,NA,GEO,NA,131.97,35782,35791,1.0674510455089963e-4,1436.1,2600,NA,NA,2008-04-18T00:00:00Z,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2008-018A,32767,"Provide voice, video and internet service; Asia, India, Australia, Japan, Hawaii. 12 Ku-band, 8 C-band transponders."
Low,0.08,-0.15960951602691134,1.2375362729862827,Vinasat 2,NR,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),Government,Communications,NA,GEO,NA,131.80000000000001,35742,35776,4.0352251418262954e-4,1434.69,2970,NA,NA,2012-05-15T00:00:00Z,15,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2012-023B,38332,24 ku-band transponders; provide independence in satellite communications.
High,98.13,-0.1615235021473444,-0.594163997503514,VNREDSat 1A  (Vietnam Natural Resources Environment and Disaster monitoring small Satellite),NR,Vietnam,Space Technology Institute-Vietnam Academy of Science and Technology (STI-VAST),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,682,685,2.126603813709506e-4,98.43,115,NA,NA,2013-05-07T00:00:00Z,5,EADS Astrium,France,Guiana Space Center,Vega,2013-021B,39160,"Better monitor and study the effects of climate change, predict and take measures to prevent natural disasters, and optimize the management of its natural resources."
High,98.03,-0.1407608592464099,-0.5954662255556634,"VRSS-1 (Venezuelan Remote Sensing Satellite, Francisco Miranda)",Venezuela,Venezuela,Bolivarian Agency for Space Activities,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,622,654,0.00228310502283105,97.48,880,NA,NA,2012-09-28T00:00:00Z,5,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2012-052A,38782,"Sensors can resolve objects 2.5 meters across. Will return 350 images per day for urban planning, monitor illegal mining and drug activities, national defense."
High,98.02,-0.14577811832205256,-0.5953702719097156,VRSS-2 (Antonio Jose de Sucre),NR (3/19),Venezuela,Bolivarian Agency for Space Activities,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,629,654,0.0017827854239463737,97.55,1000,NA,NA,2017-10-09T00:00:00Z,5,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2017-060A,42954,Second earth observing satellite for Venezuela. Cooperative agreement with China.
High,97.45,-0.15053028738073562,-0.5992769560661642,VZLUSat-1 (QB50 CZ02),Belgium,Czech Republic,Czech Aerospace Research Center (VZLU),Government,Technology Development,NA,LEO,Sun-Synchronous,0,497,515,0.0013089005235602095,94.7,3,NA,NA,2017-06-23T00:00:00Z,NA,Czech Aerospace Research Center (VZLU) and partners,Czech Republic,Satish Dhawan Space Centre,PSLV,2017-036AB,42790,"Primary objective of the project VZLUSAT-1 is the development, manufacturing, qualification and experimental verification of products and technologies on Earth orbit. "
Low,35,-0.15861864123497585,-0.5970837298730702,Weina-1A,NR (3/19),China,Shanghai Micro Satellite Engineering Center,Government,Technology Development,NA,LEO,Non-Polar Inclined,0,594,601,5.023322569070685e-4,96.3,1,NA,NA,2018-01-25T00:00:00Z,NA,Shanghai Micro Satellite Engineering Center,China,Xichang Satellite Launch Center,Long March 2C,2018-011A,43169,Unknown purpose.
Low,0,-0.1628235101060567,1.2394690535689465,"Wideband Global Satcom 1 (WGS-1, USA 195)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,NA,GEO,NA,179.88,35783,35790,8.302397020625527e-5,1436.1,5900,3450,13000,2007-10-11T00:00:00Z,14,Boeing Integrated Defense Systems,USA,Cape Canaveral,Atlas 5,2007-046A,32258,First of five; will provide services to the US Department of Defense and the Ministry of Defense for Canada as well as other Government and Allied users under unstressed conditions.
Low,0,-0.16008736168123963,1.2394690535689465,"Wideband Global Satcom 10 (WGS-10, USA 291)",NR (3/19),USA,Military Satellite Communications - US Air Force,Military,Communications,NA,GEO,NA,-52,35765,35795,3.5587188612099647e-4,1436.1,5990,3450,13000,2019-03-16T00:00:00Z,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2019-014A,44071,NA
Low,0.03,-0.1635371444120514,1.2394964688963601,"Wideband Global Satcom 2 (WGS-2, USA 204)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,NA,GEO,NA,60.18,35786,35787,1.1860567172322181e-5,1436.12,5987,3450,13000,2009-04-04T00:00:00Z,14,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 5,2009-017A,34713,X and Ka-band transponders. Will replace DSCS system.
Low,0,-0.16353714159061525,1.2394690535689465,"Wideband Global Satcom 3 (WGS-3, USA 211)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,NA,GEO,NA,-12,35785,35786,1.1860848525103486e-5,1436.1,5990,3450,13000,2009-12-06T00:00:00Z,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2009-068A,36108,X and Ka-band transponders. Will replace DSCS system.
Low,0.01,-0.16353714159061525,1.2394690535689465,"Wideband Global Satcom 4 (WGS-4, USA 233)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,NA,GEO,NA,-124.5,35785,35786,1.1860848525103486e-5,1436.1,5990,3450,13000,2012-01-20T00:00:00Z,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2012-003A,38070,X and Ka-band transponders. Will replace DSCS system.
Low,0,-0.15830065024431886,1.2394690535689465,"Wideband Global Satcom 5 (WGS-5, USA 243)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,NA,GEO,NA,-52.5,35739,35784,5.340422249385851e-4,1436.1,5990,3450,13000,2013-05-25T00:00:00Z,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2013-024A,39168,Surveillance and reconnaissance imagery at approximately three times the data rate available through the Block I satellites; the Australian Defence Force will have global access to the WGS on-orbit constellation.
Low,0,-0.1602068509840761,1.2394690535689465,"Wideband Global Satcom 6 (WGS-6, USA 244)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,NA,GEO,NA,-135.22,35772,35801,3.4395644799734324e-4,1436.1,5990,3450,13000,2013-08-08T00:00:00Z,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2013-041A,39222,Australia supported the cost of the sixth spacecraft under a partnership agreement with U.S.
Low,0,-0.1602068509840761,1.2394690535689465,"Wideband Global Satcom 7 (WGS-7, USA 263)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,NA,GEO,NA,174.96,35772,35801,3.4395644799734324e-4,1436.1,5990,3450,13000,2015-07-24T00:00:00Z,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2015-036A,40746,NA
Low,0,-0.1636560834630505,1.2394690535689465,"Wideband Global Satcom 8 (WGS-8, USA 272)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,NA,GEO,NA,-150,35770,35770,0,1436.1,5990,3450,13000,2016-12-07T00:00:00Z,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2016-075A,41879,"International funding from Canada, Denmark, the Netherlands, Luxembourg and New Zealand under partnershp for access to constellation network."
Low,0,-0.1602068509840761,1.2394690535689465,"Wideband Global Satcom 9 (WGS-9, USA 275)",USA,USA,Military Satellite Communications - US Air Force,Military,Communications,NA,GEO,NA,149.81,35772,35801,3.4395644799734324e-4,1436.1,5990,3450,13000,2017-03-17T00:00:00Z,14,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2017-016A,42075,NA
Low,0.01,-0.16127727422904145,1.2394690535689465,WildBlue 1,USA,USA,WildBlue Communications,Commercial,Communications,NA,GEO,NA,-111.09,35776,35796,2.3721415694088623e-4,1436.1,4735,1995,10000,2006-12-08T00:00:00Z,12,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2006-054A,29643,Totally dedicated to broadband internet services; total CONUS coverage.
High,97.8,0.01664199118664185,-0.5931085073980875,WNISat-1 (Weather News Inc. Satellite 1),Japan,Japan,"Weathernews, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,594,849,0.01797927095818938,99.2,10,NA,NA,2013-11-21T00:00:00Z,2,Axelspace,Japan,Dombarovsky Air Base,Dnepr,2013-066H,39423,Provide data to shipping lines who are interested in the Arctic Sea ice state.
High,97.6,-0.1492602921812696,-0.5966724999618651,WNISat-1R (Weather News Inc. Satellite 1R),Japan,Japan,"Weathernews, Inc.",Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,586,606,0.001435544071202986,96.6,43,NA,NA,2017-07-14T00:00:00Z,NA,Axelspace,Japan,Baikonur Cosmodrome,Soyuz 2.1a,2017-042L,42835,Collecting monitoring data for shipping lane customers operating in the Arctic Sea.
High,97.3,-0.16146414724296557,-0.5995511093403009,Worldview 1,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,491,494,2.185792349726776e-4,94.5,4500,NA,3200,2007-09-18T00:00:00Z,7.25,Ball Aerospace,USA,Vandenberg AFB,Delta 2,2007-041A,32060,Provides earth imaging in eight color bands.
High,98.5,-0.16225079924123315,-0.5917377410274038,Worldview 2,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,765,767,1.4013452914798206e-4,100.2,2800,NA,NA,2009-10-08T00:00:00Z,NA,Ball Aerospace,USA,Vandenberg AFB,Delta 2,2009-055A,35946,Will provide earth imaging  in eight color bands; 0.5 m resolution for panchromatic images and 1.8 m for multi-spectral.
High,97.99,-0.1622200089668614,-0.596179024068419,Worldview 3,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,Optical Imaging/Infrared Imaging,LEO,Sun-Synchronous,0,612,614,1.4320492624946297e-4,96.96,2800,NA,3100,2014-08-13T00:00:00Z,12,Ball Aerospace,USA,Vandenberg AFB,Atlas 5,2014-048A,40115,"WorldView-3 provides 31 cm panchromatic resolution, 1.24 m MS (Multispectral) resolution, 3.7 m SWIR (Short-Wave Infrared) resolution, and 30 m CAVIS ( Clouds, Aerosols, Vapors, Ice, and Snow) resolution."
High,98,-0.16150366702027552,-0.5962612700506601,Worldview 4,USA,USA,DigitalGlobe Corporation,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,617,620,2.14638334406525e-4,96.9,2485,NA,NA,2016-11-11T00:00:00Z,10,Lockheed Martin Missiles & Space,USA,Vandenberg AFB,Atlas 5,2016-067A,41848,30 cm resolution.
Low,38,-0.15390622132188295,-0.6046229449118306,X37-B OTV-5 (USA 277),USA,USA,US Air Force Rapid Capabilities Office,Military,Technology Development,NA,LEO,Non-Polar Inclined,0,309,322,9.722533841896642e-4,90.8,4990,NA,NA,2017-09-07T00:00:00Z,NA,Boeing Corp.,USA,Cape Canaveral,Falcon 9,2017-052A,42932,Fifth flight of X37-B.
High,97.5,-0.1527567556532303,-0.5984544962437539,Xiaoxiang-1,NR (3/19),China,Spacety Aerospace Co.,Commercial,Technology Development,NA,LEO,Sun-Synchronous,0,523,538,0.0010868777624809796,95.3,3,NA,NA,2019-01-21T00:00:00Z,NA,Spacety Aerospace Co.,China,Jiuquan Satellite Launch Center,Long March 11,2019-005C,43944,Verify radio communication and small remote sensing experiments.
High,97.35,-0.1548915314978165,-0.5995374016765941,Xinyan 1 (XY-1),NR,China,DFH Satellite Co. Ltd.,Government,Technology Development,NA,LEO,Sun-Synchronous,0,489,501,8.739985433357611e-4,94.51,NA,NA,NA,2012-11-18T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 2C,2012-064C,38999,NA
Low,35,-0.15706971742189182,-0.5999212162603855,XJS-A (Xin jishu shiyan A xing),NR (3/19),China,Unknown,Government,Technology Development,NA,LEO,Non-Polar Inclined,0,477,486,6.567904838356564e-4,94.23,NA,NA,NA,2018-06-27T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2018-054A,43518,Unknown operator. Will conduct tests of inter-satellite networking links and Earth observation technology.
Low,35,-0.15706971742189182,-0.5999212162603855,XJS-B (Xin jishu shiyan B xing),NR (3/19),China,Unknown,Government,Technology Development,NA,LEO,Non-Polar Inclined,0,477,486,6.567904838356564e-4,94.23,NA,NA,NA,2018-06-27T00:00:00Z,NA,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 2C,2018-054B,43519,Unknown operator. Will conduct tests of inter-satellite networking links and Earth observation technology.
Low,0.01,-0.1627045597694469,1.2394690535689465,XM Radio 3 (Rhythm),USA,USA,XM Satellite Radio USA,Commercial,Communications,NA,GEO,NA,-85.04,35782,35790,9.48856627763545e-5,1436.1,4703,NA,18000,2005-03-01T00:00:00Z,15,Boeing Satellite Systems,USA,Sea Launch Odyssey,Zenit 3SL,2005-008A,28626,130 channels of digital music uplinked in the X-band from one or more ground stations.
Low,0.01,-0.16329925784574476,1.2394553459052398,XM Radio 4 (Blues),USA,USA,XM Satellite Radio USA,Commercial,Communications,NA,GEO,NA,-114.96,35784,35787,3.558254557531046e-5,1436.09,5193,NA,18000,2006-10-30T00:00:00Z,15,Boeing Satellite Systems,USA,Sea Launch Odyssey,Zenit 3SL,2006-049A,29520,S-band Digital Audio Radio Service (DARS) to homes and automobiles in Noth America.
Low,38.4,7.849180433954873,3.2079581001892694,XMM Newton (High Throughput X-ray Spectroscopy Mission),ESA,ESA,European Space Operations Centre (ESOC),Government,Space Science,NA,Elliptical,Deep Highly Eccentric,0,7079,114027,0.7990377000433334,2872.15,3764,3233,NA,1999-12-10T00:00:00Z,10,Dornier Systems (and 46 subcontractors),International,Guiana Space Center,Ariane 5,1999-066A,25989,Detect and study celestial x-ray sources.
High,97.4,-0.1490654997195781,-0.5993043713935778,XPNav-1,China,China,China Aerospace Science and Technology Corp. (CASC),Government,Technology Development,NA,LEO,Sun-Synchronous,0,493,513,0.0014549687181725592,94.68,240,NA,NA,2016-11-09T00:00:00Z,NA,China Aerospace Science and Technology Corp. (CASC),China,Jiuquan Satellite Launch Center,Long March 11,2016-066A,41841,Experimental pulsar navigation mission carries two sensors tuned to pick up incoming X-rays from objects scattered across the galaxy
High,98.7,-0.1482969647947444,-0.5905040512937885,X-Sat,NR,Singapore,Centre for Research in Satellite Technology (CREST),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0,801,823,0.0015316067947646894,101.1,91,NA,175,2011-04-20T00:00:00Z,3,Centre for Research in Satellite Technology (CREST),Singapore,Satish Dhawan Space Centre,PSLV C16,2011-015C,37389,"Signapore's first national satellite; multi-spectral camera, will demonstrate space-based remote sensing and image processing technologies."
Low,0.1,-0.16199087749820124,1.2394142229141192,XTAR-EUR,USA,Spain,Ministry of Defense/XTAR,Military/Government,Communications,NA,GEO,NA,29.03,35778,35792,1.660538488909975e-4,1436.06,3631,1412,NA,2005-02-12T00:00:00Z,15,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2005-005A,28542,X-band; designed to be compatible with U.S. and NATO SATCOM systems. Contract with US Department of State.
High,100.3,-0.15570673094074486,-0.5791266904171138,"XW-1 (Hope Oscar 68, HO-68, Xi Wang 1, Hope-1, CAS-1)",China,China,DFH Satellite Co. Ltd./AMSAT-China,Civil,Communications,NA,LEO,Sun-Synchronous,0,1193,1205,7.927070947284979e-4,109.4,60,NA,NA,2009-12-15T00:00:00Z,NA,DFH Satellite Co. Ltd.,China,Taiyuan Launch Center,Long March 4C,2009-072B,36122,China's first amateur satellite.
High,97.46,-0.15129634740003986,-0.5986326958719428,XW-2A (CAS-3A),China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,NA,LEO,Sun-Synchronous,0,518,535,0.0012325092438193286,95.17,25,NA,NA,2015-09-19T00:00:00Z,NA,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049E,40903,Amateur radio.
High,97.46,-0.1498482672494928,-0.5985641575534086,XW-2B (CAS-3B),China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,NA,LEO,Sun-Synchronous,0,520,539,0.0013769113703891586,95.22,10,NA,NA,2015-09-19T00:00:00Z,NA,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049N,40911,Amateur radio.
High,97.46,-0.14984626568158477,-0.5985778652171155,XW-2C (CAS-3C),China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,NA,LEO,Sun-Synchronous,0,519,538,0.001377110966152062,95.21,10,NA,NA,2015-09-19T00:00:00Z,NA,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049H,40906,Amateur radio.
High,97.46,-0.1498482672494928,-0.5985641575534086,XW-2D (CAS-3D),China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,NA,LEO,Sun-Synchronous,0,520,539,0.0013769113703891586,95.22,10,NA,NA,2015-09-19T00:00:00Z,NA,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049J,40907,Amateur radio.
High,97.46,-0.1491225933081395,-0.5985504498897017,XW-2F (CAS-3F),China,China,Chinese Amateur Satellite (CAMSAT),Civil,Communications,NA,LEO,Sun-Synchronous,0,520,540,0.0014492753623188406,95.23,2,NA,NA,2015-09-19T00:00:00Z,NA,DFH Satellite Co. Ltd./CAMSAT,China,Taiyuan Launch Center,Long March 6,2015-049M,40910,Amateur radio.
High,97.54,-0.15494230370326317,-0.5984133732526334,XY-S1 (Xingyun Shiyan-1),China,China,China Aerospace Science and Technology Corp. (CASC),Government,Technology Development,NA,LEO,Sun-Synchronous,0,529,541,8.689355539464157e-4,95.33,2,NA,NA,2017-01-09T00:00:00Z,NA,Ninth Academy of CASIC,China,Jiuquan Satellite Launch Center,Kuaizhou,2017-002A,41913,Test technologies of low-orbit narrow-band communication and VHF Data Exchange System (VDES)
Low,0.04,-0.15414016933415,1.2392223156222237,Yahsat-1A (Y1A),United Arab Emirates,United Arab Emirates,Al Yah Satellite Communications Co. (YAHSAT),Military/Commercial,Communications,NA,GEO,NA,52.5,35743,35823,9.489241572367328e-4,1435.92,5953,NA,NA,2011-04-22T00:00:00Z,15,Astrium/Thales Alenia Space,France,Guiana Space Center,Ariane 5,2011-016B,37393,"First of two identical satellites; Ku, Ka, and C-band transponders. Direct-to-home television programming, secure Ka-band communications for military and government in UAE."
Low,0,-0.1623477228662627,1.239427930577826,Yahsat-1B (Y1B),United Arab Emirates,United Arab Emirates,Al Yah Satellite Communications Co. (YAHSAT),Military/Commercial,Communications,NA,GEO,NA,47.6,35780,35791,1.3046933377613835e-4,1436.07,6000,NA,NA,2012-04-23T00:00:00Z,NA,Astrium/Thales Alenia Space,France,Baikonur Cosmodrome,Proton M,2012-016A,38245,"Second of two identical satellites; Ku, Ka, and C-band transponders. Direct-to-home television programming, secure Ka-band communications for military and government in UAE."
Low,0.04,-0.16103933123257314,1.2394142229141192,Yamal-202,Russia,Russia,Gazprom Space Systems,Commercial,Communications,NA,GEO,NA,49.03,35774,35796,2.609417625429961e-4,1436.06,1320,NA,2000,2003-11-24T00:00:00Z,12,Rocket-Space Corporation Energia/Alcatel,Russia,Baikonur Cosmodrome,Proton K,2003-053A,28089,18 C-band; provide communications for gas corporation operations throughout Eurasian continent.
Low,0.14,-0.14319541191400145,1.239002993002914,Yamal-300K,Russia,Russia,Gazprom Space Systems,Commercial,Communications,NA,GEO,NA,90,35694,35866,0.002040332147093713,1435.76,1640,NA,NA,2012-11-02T00:00:00Z,NA,OAO Resetneva,Russia,Baikonur Cosmodrome,Proton M,2012-061B,38978,Telecommunications.
Low,0.03,-0.1564016617676625,1.2397843298342037,Yamal-401,Russia,Russia,Gazprom Space Systems,Commercial,Communications,NA,GEO,NA,90,35761,35822,7.234087971253395e-4,1436.33,2976,NA,NA,2014-12-15T00:00:00Z,15,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2014-082A,40345,NA
Low,0.06,-0.16306138820805494,1.2394827612326533,Yamal-402,Russia,Russia,Gazprom Space Systems,Commercial,Communications,NA,GEO,NA,55,35784,35789,5.93028358616109e-5,1436.11,4463,NA,NA,2012-12-08T00:00:00Z,11,Thales,France,Baikonur Cosmodrome,Proton M,2012-070A,39022,Left in low orbit; raised itself with fuel. Shortened on-orbit life to approximately 11 years.
High,97.8,-0.16150612815534912,-0.595850040139455,Yaogan 10 (Remote Sensing Satellite 10),China,China,People's Liberation Army (C41),Military,Earth Observation,NA,LEO,Sun-Synchronous,0,625,628,2.1439291074108483e-4,97.2,NA,NA,NA,2010-08-09T00:00:00Z,NA,Shanghai Academy of Satellite Technology (SAST),China,Taiyuan Launch Center,Long March 4C,2010-038A,36834,Carries Synthetic Aperture Radar (SAR) sensor
